date,death,pm10,tempf,season
3/21/1998,17,,38,Winter
3/22/1998,10,,39,Winter
3/23/1998,23,,39,Winter
3/24/1998,12,,37,Winter
3/25/1998,22,-4.0869255,39,Winter
3/26/1998,19,,57,Winter
3/27/1998,26,,72,Winter
3/28/1998,17,,73,Winter
3/29/1998,16,,72,Winter
3/30/1998,7,,70,Winter
3/31/1998,15,24.5858,77,Winter
4/1/1998,26,,68,Spring
4/2/1998,22,,64,Spring
4/3/1998,17,,51,Spring
4/4/1998,20,,48,Spring
4/5/1998,18,,48,Spring
4/6/1998,19,-20.412762,47,Spring
4/7/1998,22,,50,Spring
4/8/1998,21,,59,Spring
4/9/1998,13,,51,Spring
4/10/1998,16,,47,Spring
4/11/1998,16,,48,Spring
4/12/1998,16,-11.362189,50,Spring
4/13/1998,23,,52,Spring
4/14/1998,10,,58,Spring
4/15/1998,13,,63,Spring
4/16/1998,15,,69,Spring
4/17/1998,18,,67,Spring
4/18/1998,18,-8.640275,54,Spring
4/19/1998,12,,52,Spring
4/20/1998,21,,55,Spring
4/21/1998,20,,55,Spring
4/22/1998,14,,55,Spring
4/23/1998,14,,55,Spring
4/24/1998,19,1.4652145,61,Spring
4/25/1998,19,,62,Spring
4/26/1998,14,,57,Spring
4/27/1998,15,,49,Spring
4/28/1998,13,,49,Spring
4/29/1998,24,,55,Spring
4/30/1998,19,4.5995717,65,Spring
5/1/1998,23,,62,Spring
5/2/1998,16,,63,Spring
5/3/1998,21,,65,Spring
5/4/1998,19,,63,Spring
5/5/1998,10,,63,Spring
5/6/1998,17,-8.3935719,62,Spring
5/7/1998,18,,62,Spring
5/8/1998,12,,64,Spring
5/9/1998,11,,64,Spring
5/10/1998,7,,60,Spring
5/11/1998,19,,57,Spring
5/12/1998,19,-19.577456,55,Spring
5/13/1998,18,,58,Spring
5/14/1998,17,,61,Spring
5/15/1998,15,,67,Spring
5/16/1998,17,,75,Spring
5/17/1998,23,,74,Spring
5/18/1998,14,36.930031,70,Spring
5/19/1998,22,,77,Spring
5/20/1998,18,,78,Spring
5/21/1998,15,,75,Spring
5/22/1998,13,,61,Spring
5/23/1998,17,,63,Spring
5/24/1998,14,-7.1721401,63,Spring
5/25/1998,20,,72,Spring
5/26/1998,10,,71,Spring
5/27/1998,19,,66,Spring
5/28/1998,18,,69,Spring
5/29/1998,17,,74,Spring
5/30/1998,22,24.354826,78,Spring
5/31/1998,21,,79,Spring
6/1/1998,26,,67,Spring
6/2/1998,14,,66,Spring
6/3/1998,15,,68,Spring
6/4/1998,19,,64,Spring
6/5/1998,11,-0.0927158,61,Spring
6/6/1998,12,,62,Spring
6/7/1998,15,,60,Spring
6/8/1998,15,,64,Spring
6/9/1998,14,,62,Spring
6/10/1998,10,,60,Spring
6/11/1998,21,-4.0932636,65,Spring
6/12/1998,21,,70,Spring
6/13/1998,18,,73,Spring
6/14/1998,19,,72,Spring
6/15/1998,15,,71,Spring
6/16/1998,20,,76,Spring
6/17/1998,15,-7.2669029,74,Spring
6/18/1998,9,,77,Spring
6/19/1998,19,,71,Spring
6/20/1998,17,,79,Spring
6/21/1998,21,,79,Spring
6/22/1998,10,,78,Spring
6/23/1998,17,25.860689,80,Spring
6/24/1998,19,,80,Spring
6/25/1998,20,,81,Spring
6/26/1998,23,,85,Spring
6/27/1998,14,,81,Spring
6/28/1998,17,,74,Spring
6/29/1998,12,-13.206863,77,Spring
6/30/1998,16,,79,Spring
7/1/1998,12,,76,Summer
7/2/1998,10,,73,Summer
7/3/1998,15,,73,Summer
7/4/1998,14,,77,Summer
7/5/1998,14,26.336885,74,Summer
7/6/1998,13,,71,Summer
7/7/1998,10,,72,Summer
7/8/1998,17,,69,Summer
7/9/1998,13,,75,Summer
7/10/1998,15,,77,Summer
7/11/1998,14,4.3063688,69,Summer
7/12/1998,11,,70,Summer
7/13/1998,24,,72,Summer
7/14/1998,21,,76,Summer
7/15/1998,13,,78,Summer
7/16/1998,14,,80,Summer
7/17/1998,29,9.225543,82,Summer
7/18/1998,12,,77,Summer
7/19/1998,12,,77,Summer
7/20/1998,19,,82,Summer
7/21/1998,18,,83,Summer
7/22/1998,20,,87,Summer
7/23/1998,22,15.883023,84,Summer
7/24/1998,17,,80,Summer
7/25/1998,15,,78,Summer
7/26/1998,18,,76,Summer
7/27/1998,22,,75,Summer
7/28/1998,25,,79,Summer
7/29/1998,20,12.272534,83,Summer
7/30/1998,19,,82,Summer
7/31/1998,20,,75,Summer
8/1/1998,18,,72,Summer
8/2/1998,12,,69,Summer
8/3/1998,13,,71,Summer
8/4/1998,13,-1.8262156,73,Summer
8/5/1998,18,,73,Summer
8/6/1998,15,,74,Summer
8/7/1998,24,,74,Summer
8/8/1998,17,,78,Summer
8/9/1998,15,,78,Summer
8/10/1998,11,-9.1639395,80,Summer
8/11/1998,13,,78,Summer
8/12/1998,18,,76,Summer
8/13/1998,15,,73,Summer
8/14/1998,13,,76,Summer
8/15/1998,26,,77,Summer
8/16/1998,14,-4.0472603,76,Summer
8/17/1998,17,,79,Summer
8/18/1998,17,,79,Summer
8/19/1998,16,,64,Summer
8/20/1998,14,,65,Summer
8/21/1998,10,,72,Summer
8/22/1998,23,14.365788,78,Summer
8/23/1998,19,,81,Summer
8/24/1998,16,,82,Summer
8/25/1998,18,,83,Summer
8/26/1998,20,,83,Summer
8/27/1998,12,,79,Summer
8/28/1998,14,5.0788612,79,Summer
8/29/1998,9,,76,Summer
8/30/1998,29,,74,Summer
8/31/1998,10,,83,Summer
9/1/1998,16,,75,Summer
9/2/1998,11,,76,Summer
9/3/1998,20,11.781457,70,Summer
9/4/1998,17,,76,Summer
9/5/1998,12,,72,Summer
9/6/1998,11,,75,Summer
9/7/1998,20,,81,Summer
9/8/1998,14,,65,Summer
9/9/1998,17,-11.404513,62,Summer
9/10/1998,27,,65,Summer
9/11/1998,9,,68,Summer
9/12/1998,24,,76,Summer
9/13/1998,16,,79,Summer
9/14/1998,23,,78,Summer
9/15/1998,18,18.801741,80,Summer
9/16/1998,16,,82,Summer
9/17/1998,17,,77,Summer
9/18/1998,15,,75,Summer
9/19/1998,24,,72,Summer
9/20/1998,24,,73,Summer
9/21/1998,19,7.6513596,78,Summer
9/22/1998,18,,73,Summer
9/23/1998,20,,57,Summer
9/24/1998,22,,57,Summer
9/25/1998,11,,61,Summer
9/26/1998,18,,72,Summer
9/27/1998,10,17.815977,81,Summer
9/28/1998,24,,70,Summer
9/29/1998,17,,63,Summer
9/30/1998,13,,71,Summer
10/1/1998,18,,64,Autumn
10/2/1998,22,,55,Autumn
10/3/1998,21,-7.5429311,52,Autumn
10/4/1998,12,,52,Autumn
10/5/1998,23,,59,Autumn
10/6/1998,13,,62,Autumn
10/7/1998,24,,64,Autumn
10/8/1998,16,,65,Autumn
10/9/1998,20,-11.631138,59,Autumn
10/10/1998,21,,60,Autumn
10/11/1998,9,,62,Autumn
10/12/1998,23,,61,Autumn
10/13/1998,22,,60,Autumn
10/14/1998,26,,54,Autumn
10/15/1998,17,-10.328239,54,Autumn
10/16/1998,21,,53,Autumn
10/17/1998,20,,54,Autumn
10/18/1998,10,,62,Autumn
10/19/1998,19,,63,Autumn
10/20/1998,23,,56,Autumn
10/21/1998,17,-5.5531588,53,Autumn
10/22/1998,24,,46,Autumn
10/23/1998,14,,48,Autumn
10/24/1998,14,,54,Autumn
10/25/1998,10,,56,Autumn
10/26/1998,18,,56,Autumn
10/27/1998,20,6.7098002,58,Autumn
10/28/1998,26,,60,Autumn
10/29/1998,14,,51,Autumn
10/30/1998,15,,50,Autumn
10/31/1998,18,,49,Autumn
11/1/1998,15,,49,Autumn
11/2/1998,13,-9.8973169,49,Autumn
11/3/1998,12,,45,Autumn
11/4/1998,23,,40,Autumn
11/5/1998,19,,37,Autumn
11/6/1998,15,,40,Autumn
11/7/1998,16,,47,Autumn
11/8/1998,24,-7.0650597,42,Autumn
11/9/1998,21,,45,Autumn
11/10/1998,15,,48,Autumn
11/11/1998,23,,53,Autumn
11/12/1998,20,,44,Autumn
11/13/1998,27,,46,Autumn
11/14/1998,22,8.4593668,47,Autumn
11/15/1998,12,,52,Autumn
11/16/1998,15,,44,Autumn
11/17/1998,17,,53,Autumn
11/18/1998,29,,44,Autumn
11/19/1998,23,,44,Autumn
11/20/1998,19,7.7002826,55,Autumn
11/21/1998,12,,42,Autumn
11/22/1998,13,,40,Autumn
11/23/1998,29,,44,Autumn
11/24/1998,19,,48,Autumn
11/25/1998,11,,40,Autumn
11/26/1998,20,-5.8670497,53,Autumn
11/27/1998,19,,44,Autumn
11/28/1998,21,,49,Autumn
11/29/1998,21,,54,Autumn
11/30/1998,15,,52,Autumn
12/1/1998,18,,50,Autumn
12/2/1998,19,-6.921236,48,Autumn
12/3/1998,16,,55,Autumn
12/4/1998,20,,64,Autumn
12/5/1998,22,,61,Autumn
12/6/1998,20,,64,Autumn
12/7/1998,23,,65,Autumn
12/8/1998,13,-8.8891525,55,Autumn
12/9/1998,13,,40,Autumn
12/10/1998,21,,39,Autumn
12/11/1998,14,,40,Autumn
12/12/1998,21,,38,Autumn
12/13/1998,28,,42,Autumn
12/14/1998,22,-10.121154,36,Autumn
12/15/1998,23,,37,Autumn
12/16/1998,21,,43,Autumn
12/17/1998,14,,40,Autumn
12/18/1998,14,,36,Autumn
12/19/1998,22,,44,Autumn
12/20/1998,14,-9.0480843,48,Autumn
12/21/1998,20,,51,Autumn
12/22/1998,22,,44,Autumn
12/23/1998,20,,22,Autumn
12/24/1998,16,,27,Autumn
12/25/1998,18,,23,Autumn
12/26/1998,23,-3.9799254,21,Autumn
12/27/1998,27,,26,Autumn
12/28/1998,12,,36,Autumn
12/29/1998,23,,37,Autumn
12/30/1998,18,,28,Autumn
12/31/1998,21,,21,Autumn
1/1/1999,22,-8.3591957,23,Winter
1/2/1999,22,,22,Winter
1/3/1999,19,,40,Winter
1/4/1999,24,,24,Winter
1/5/1999,20,,19,Winter
1/6/1999,21,,21,Winter
1/7/1999,17,2.4289701,30,Winter
1/8/1999,20,,26,Winter
1/9/1999,18,,35,Winter
1/10/1999,22,,22,Winter
1/11/1999,20,,22,Winter
1/12/1999,10,,39,Winter
1/13/1999,14,3.817209,47,Winter
1/14/1999,18,,30,Winter
1/15/1999,18,,30,Winter
1/16/1999,15,,37,Winter
1/17/1999,23,,42,Winter
1/18/1999,17,,45,Winter
1/19/1999,20,-8.1422415,41,Winter
1/20/1999,13,,40,Winter
1/21/1999,21,,38,Winter
1/22/1999,19,,45,Winter
1/23/1999,22,,57,Winter
1/24/1999,25,,48,Winter
1/25/1999,12,-14.778544,40,Winter
1/26/1999,28,,39,Winter
1/27/1999,25,,41,Winter
1/28/1999,18,,52,Winter
1/29/1999,22,,39,Winter
1/30/1999,17,,35,Winter
1/31/1999,18,-3.9489918,27,Winter
2/1/1999,16,,29,Winter
2/2/1999,15,,44,Winter
2/3/1999,20,,44,Winter
2/4/1999,17,,46,Winter
2/5/1999,24,,40,Winter
2/6/1999,22,-10.707338,42,Winter
2/7/1999,11,,35,Winter
2/8/1999,21,,35,Winter
2/9/1999,24,,39,Winter
2/10/1999,15,,44,Winter
2/11/1999,14,,46,Winter
2/12/1999,13,4.955636,54,Winter
2/13/1999,25,,33,Winter
2/14/1999,20,,33,Winter
2/15/1999,24,,37,Winter
2/16/1999,25,,43,Winter
2/17/1999,19,,41,Winter
2/18/1999,27,20.996798,43,Winter
2/19/1999,33,,36,Winter
2/20/1999,35,,36,Winter
2/21/1999,15,,31,Winter
2/22/1999,26,,26,Winter
2/23/1999,20,,22,Winter
2/24/1999,21,-7.9109697,30,Winter
2/25/1999,35,,29,Winter
2/26/1999,25,,38,Winter
2/27/1999,22,,38,Winter
2/28/1999,20,,44,Winter
3/1/1999,19,,41,Winter
3/2/1999,22,-14.549601,43,Winter
3/3/1999,26,,53,Winter
3/4/1999,22,,36,Winter
3/5/1999,15,,35,Winter
3/6/1999,16,,45,Winter
3/7/1999,19,,31,Winter
3/8/1999,27,-17.133314,28,Winter
3/9/1999,21,,26,Winter
3/10/1999,23,,32,Winter
3/11/1999,21,,34,Winter
3/12/1999,23,,37,Winter
3/13/1999,15,,40,Winter
3/14/1999,15,-16.438042,36,Winter
3/15/1999,22,,39,Winter
3/16/1999,30,,42,Winter
3/17/1999,23,,55,Winter
3/18/1999,20,,58,Winter
3/19/1999,23,,44,Winter
3/20/1999,25,-11.974374,41,Winter
3/21/1999,16,,41,Winter
3/22/1999,20,,43,Winter
3/23/1999,29,,42,Winter
3/24/1999,18,,49,Winter
3/25/1999,14,,43,Winter
3/26/1999,16,-3.7858951,41,Winter
3/27/1999,29,,40,Winter
3/28/1999,17,,49,Winter
3/29/1999,29,,54,Winter
3/30/1999,19,,51,Winter
3/31/1999,21,,52,Winter
4/1/1999,15,16.544252,56,Spring
4/2/1999,15,,60,Spring
4/3/1999,27,,56,Spring
4/4/1999,23,,63,Spring
4/5/1999,17,,48,Spring
4/6/1999,13,,46,Spring
4/7/1999,12,-3.2156634,59,Spring
4/8/1999,12,,63,Spring
4/9/1999,14,,55,Spring
4/10/1999,17,,51,Spring
4/11/1999,18,,44,Spring
4/12/1999,12,,50,Spring
4/13/1999,13,-14.738381,51,Spring
4/14/1999,26,,55,Spring
4/15/1999,23,,54,Spring
4/16/1999,16,,53,Spring
4/17/1999,18,,48,Spring
4/18/1999,15,,51,Spring
4/19/1999,24,-13.067829,48,Spring
4/20/1999,16,,49,Spring
4/21/1999,24,,45,Spring
4/22/1999,17,,65,Spring
4/23/1999,15,,56,Spring
4/24/1999,18,,49,Spring
4/25/1999,14,-13.844068,50,Spring
4/26/1999,15,,55,Spring
4/27/1999,14,,57,Spring
4/28/1999,17,,55,Spring
4/29/1999,14,,53,Spring
4/30/1999,16,,56,Spring
5/1/1999,21,-4.6922789,56,Spring
5/2/1999,23,,57,Spring
5/3/1999,16,,54,Spring
5/4/1999,23,,64,Spring
5/5/1999,21,,63,Spring
5/6/1999,21,,59,Spring
5/7/1999,24,-0.077873565,63,Spring
5/8/1999,19,,69,Spring
5/9/1999,16,,65,Spring
5/10/1999,12,,62,Spring
5/11/1999,21,,63,Spring
5/12/1999,21,,68,Spring
5/13/1999,18,13.655026,65,Spring
5/14/1999,22,,60,Spring
5/15/1999,13,,61,Spring
5/16/1999,19,,57,Spring
5/17/1999,15,,61,Spring
5/18/1999,20,,65,Spring
5/19/1999,16,-5.6426263,71,Spring
5/20/1999,17,,64,Spring
5/21/1999,18,,64,Spring
5/22/1999,21,,69,Spring
5/23/1999,15,,71,Spring
5/24/1999,12,,67,Spring
5/25/1999,17,1.2226528,62,Spring
5/26/1999,12,,65,Spring
5/27/1999,16,,64,Spring
5/28/1999,13,,67,Spring
5/29/1999,16,,73,Spring
5/30/1999,18,,75,Spring
5/31/1999,21,12.007669,74,Spring
6/1/1999,18,,75,Spring
6/2/1999,9,,79,Spring
6/3/1999,20,,75,Spring
6/4/1999,15,,66,Spring
6/5/1999,11,,65,Spring
6/6/1999,10,-0.92061955,70,Spring
6/7/1999,19,,79,Spring
6/8/1999,21,,84,Spring
6/9/1999,21,,82,Spring
6/10/1999,16,,65,Spring
6/11/1999,13,,67,Spring
6/12/1999,10,-2.0030086,65,Spring
6/13/1999,22,,74,Spring
6/14/1999,11,,75,Spring
6/15/1999,15,,75,Spring
6/16/1999,17,,69,Spring
6/17/1999,17,,64,Spring
6/18/1999,24,-4.9482727,64,Spring
6/19/1999,13,,64,Spring
6/20/1999,15,,61,Spring
6/21/1999,11,,63,Spring
6/22/1999,22,,67,Spring
6/23/1999,12,,70,Spring
6/24/1999,16,11.509631,68,Spring
6/25/1999,17,,73,Spring
6/26/1999,13,,78,Spring
6/27/1999,14,,78,Spring
6/28/1999,16,,80,Spring
6/29/1999,16,,82,Spring
6/30/1999,16,6.7663956,74,Spring
7/1/1999,15,,78,Summer
7/2/1999,18,,80,Summer
7/3/1999,12,,81,Summer
7/4/1999,22,,86,Summer
7/5/1999,25,,90,Summer
7/6/1999,20,27.280394,88,Summer
7/7/1999,18,,85,Summer
7/8/1999,29,,79,Summer
7/9/1999,18,,81,Summer
7/10/1999,24,,81,Summer
7/11/1999,24,,73,Summer
7/12/1999,16,-7.2177887,67,Summer
7/13/1999,18,,71,Summer
7/14/1999,13,,69,Summer
7/15/1999,11,,73,Summer
7/16/1999,31,,80,Summer
7/17/1999,22,,82,Summer
7/18/1999,21,13.392609,84,Summer
7/19/1999,21,,85,Summer
7/20/1999,22,,77,Summer
7/21/1999,18,,77,Summer
7/22/1999,17,,82,Summer
7/23/1999,22,,84,Summer
7/24/1999,26,29.411724,84,Summer
7/25/1999,17,,83,Summer
7/26/1999,19,,80,Summer
7/27/1999,15,,80,Summer
7/28/1999,16,,81,Summer
7/29/1999,16,,79,Summer
7/30/1999,21,4.3488212,81,Summer
7/31/1999,21,,85,Summer
8/1/1999,16,,85,Summer
8/2/1999,11,,77,Summer
8/3/1999,15,,78,Summer
8/4/1999,12,,74,Summer
8/5/1999,19,14.880385,77,Summer
8/6/1999,12,,76,Summer
8/7/1999,13,,76,Summer
8/8/1999,13,,78,Summer
8/9/1999,16,,71,Summer
8/10/1999,16,,70,Summer
8/11/1999,23,4.9547815,83,Summer
8/12/1999,15,,80,Summer
8/13/1999,21,,84,Summer
8/14/1999,17,,83,Summer
8/15/1999,20,,75,Summer
8/16/1999,23,,76,Summer
8/17/1999,20,7.2021856,84,Summer
8/18/1999,12,,80,Summer
8/19/1999,17,,75,Summer
8/20/1999,13,,75,Summer
8/21/1999,17,,69,Summer
8/22/1999,19,,72,Summer
8/23/1999,21,-5.9873114,70,Summer
8/24/1999,17,,75,Summer
8/25/1999,13,,72,Summer
8/26/1999,23,,78,Summer
8/27/1999,17,,76,Summer
8/28/1999,15,,76,Summer
8/29/1999,20,12.770212,78,Summer
8/30/1999,16,,65,Summer
8/31/1999,17,,67,Summer
9/1/1999,21,,72,Summer
9/2/1999,15,,72,Summer
9/3/1999,14,,72,Summer
9/4/1999,14,-2.6544673,76,Summer
9/5/1999,22,,76,Summer
9/6/1999,29,,79,Summer
9/7/1999,17,,79,Summer
9/8/1999,17,,75,Summer
9/9/1999,21,,75,Summer
9/10/1999,16,15.190886,72,Summer
9/11/1999,18,,67,Summer
9/12/1999,20,,68,Summer
9/13/1999,15,,66,Summer
9/14/1999,18,,71,Summer
9/15/1999,20,,69,Summer
9/16/1999,23,-7.6307864,65,Summer
9/17/1999,2,,63,Summer
9/18/1999,18,,62,Summer
9/19/1999,22,,61,Summer
9/20/1999,20,,66,Summer
9/21/1999,17,,59,Summer
9/22/1999,16,-11.977486,56,Summer
9/23/1999,22,,59,Summer
9/24/1999,23,,63,Summer
9/25/1999,14,,68,Summer
9/26/1999,14,,68,Summer
9/27/1999,10,,69,Summer
9/28/1999,18,6.6373992,72,Summer
9/29/1999,16,,71,Summer
9/30/1999,18,,60,Summer
10/1/1999,17,,58,Autumn
10/2/1999,23,,62,Autumn
10/3/1999,19,,65,Autumn
10/4/1999,20,3.3569672,62,Autumn
10/5/1999,15,,49,Autumn
10/6/1999,23,,54,Autumn
10/7/1999,23,,50,Autumn
10/8/1999,14,,51,Autumn
10/9/1999,22,,60,Autumn
10/10/1999,9,2.3941619,65,Autumn
10/11/1999,24,,62,Autumn
10/12/1999,15,,55,Autumn
10/13/1999,13,,57,Autumn
10/14/1999,18,,51,Autumn
10/15/1999,11,,49,Autumn
10/16/1999,13,-5.9029741,57,Autumn
10/17/1999,17,,60,Autumn
10/18/1999,17,,54,Autumn
10/19/1999,12,,47,Autumn
10/20/1999,20,,51,Autumn
10/21/1999,17,,51,Autumn
10/22/1999,20,-3.5894246,51,Autumn
10/23/1999,12,,48,Autumn
10/24/1999,12,,47,Autumn
10/25/1999,22,,48,Autumn
10/26/1999,8,,50,Autumn
10/27/1999,14,,50,Autumn
10/28/1999,21,-4.2475381,47,Autumn
10/29/1999,13,,54,Autumn
10/30/1999,18,,55,Autumn
10/31/1999,21,,59,Autumn
11/1/1999,15,,59,Autumn
11/2/1999,15,,59,Autumn
11/3/1999,10,-8.2532721,44,Autumn
11/4/1999,17,,45,Autumn
11/5/1999,7,,49,Autumn
11/6/1999,13,,58,Autumn
11/7/1999,21,,47,Autumn
11/8/1999,25,,44,Autumn
11/9/1999,17,-7.7765026,52,Autumn
11/10/1999,19,,61,Autumn
11/11/1999,10,,54,Autumn
11/12/1999,25,,46,Autumn
11/13/1999,20,,51,Autumn
11/14/1999,17,,55,Autumn
11/15/1999,21,13.953506,46,Autumn
11/16/1999,16,,41,Autumn
11/17/1999,10,,37,Autumn
11/18/1999,19,,41,Autumn
11/19/1999,14,,45,Autumn
11/20/1999,22,,54,Autumn
11/21/1999,15,-2.8145781,54,Autumn
11/22/1999,22,,57,Autumn
11/23/1999,23,,60,Autumn
11/24/1999,20,,62,Autumn
11/25/1999,17,,55,Autumn
11/26/1999,19,,61,Autumn
11/27/1999,18,-15.088914,50,Autumn
11/28/1999,11,,43,Autumn
11/29/1999,21,,40,Autumn
11/30/1999,12,,35,Autumn
12/1/1999,14,,31,Autumn
12/2/1999,19,,37,Autumn
12/3/1999,17,-1.7951282,46,Autumn
12/4/1999,27,,53,Autumn
12/5/1999,15,,54,Autumn
12/6/1999,21,,53,Autumn
12/7/1999,11,,41,Autumn
12/8/1999,18,,39,Autumn
12/9/1999,24,6.9950914,42,Autumn
12/10/1999,17,,47,Autumn
12/11/1999,14,,42,Autumn
12/12/1999,18,,42,Autumn
12/13/1999,20,,38,Autumn
12/14/1999,19,,44,Autumn
12/15/1999,18,-17.448935,42,Autumn
12/16/1999,11,,40,Autumn
12/17/1999,23,,39,Autumn
12/18/1999,11,,38,Autumn
12/19/1999,22,,41,Autumn
12/20/1999,23,,44,Autumn
12/21/1999,12,-15.833831,41,Autumn
12/22/1999,22,,33,Autumn
12/23/1999,21,,32,Autumn
12/24/1999,25,,25,Autumn
12/25/1999,17,,23,Autumn
12/26/1999,20,,33,Autumn
12/27/1999,29,-13.767808,34,Autumn
12/28/1999,21,,27,Autumn
12/29/1999,30,,33,Autumn
12/30/1999,24,,45,Autumn
12/31/1999,19,,42,Autumn
1/1/2000,20,,35,Winter
1/2/2000,22,12.609916,52,Winter
1/3/2000,23,,62,Winter
1/4/2000,19,,58,Winter
1/5/2000,18,,37,Winter
1/6/2000,23,,35,Winter
1/7/2000,21,,39,Winter
1/8/2000,32,-3.7532687,33,Winter
1/9/2000,20,,42,Winter
1/10/2000,26,,47,Winter
1/11/2000,19,,46,Winter
1/12/2000,12,,41,Winter
1/13/2000,12,,44,Winter
1/14/2000,16,-6.2454305,26,Winter
1/15/2000,24,,26,Winter
1/16/2000,24,,44,Winter
1/17/2000,21,,23,Winter
1/18/2000,18,,17,Winter
1/19/2000,32,,26,Winter
1/20/2000,23,-1.6636369,28,Winter
1/21/2000,16,,17,Winter
1/22/2000,22,,16,Winter
1/23/2000,22,,25,Winter
1/24/2000,19,,33,Winter
1/25/2000,20,,28,Winter
1/26/2000,24,-4.1535707,26,Winter
1/27/2000,19,,18,Winter
1/28/2000,20,,20,Winter
1/29/2000,19,,23,Winter
1/30/2000,23,,19,Winter
1/31/2000,21,,30,Winter
2/1/2000,21,-5.5298629,27,Winter
2/2/2000,20,,24,Winter
2/3/2000,25,,24,Winter
2/4/2000,26,,31,Winter
2/5/2000,13,,33,Winter
2/6/2000,28,,31,Winter
2/7/2000,31,-10.374264,35,Winter
2/8/2000,23,,28,Winter
2/9/2000,16,,32,Winter
2/10/2000,23,,39,Winter
2/11/2000,16,,47,Winter
2/12/2000,19,,29,Winter
2/13/2000,13,-10.916573,27,Winter
2/14/2000,23,,48,Winter
2/15/2000,15,,35,Winter
2/16/2000,20,,46,Winter
2/17/2000,12,,36,Winter
2/18/2000,18,,32,Winter
2/19/2000,25,-13.072104,42,Winter
2/20/2000,19,,39,Winter
2/21/2000,26,,38,Winter
2/22/2000,19,,41,Winter
2/23/2000,22,,44,Winter
2/24/2000,23,,52,Winter
2/25/2000,24,14.982557,60,Winter
2/26/2000,13,,44,Winter
2/27/2000,16,,52,Winter
2/28/2000,12,,48,Winter
2/29/2000,25,,47,Winter
3/1/2000,12,,46,Winter
3/2/2000,19,14.575608,47,Winter
3/3/2000,18,,43,Winter
3/4/2000,28,,43,Winter
3/5/2000,12,,52,Winter
3/6/2000,19,,45,Winter
3/7/2000,14,,50,Winter
3/8/2000,17,18.44989,68,Winter
3/9/2000,23,,61,Winter
3/10/2000,8,,59,Winter
3/11/2000,18,,53,Winter
3/12/2000,12,,42,Winter
3/13/2000,16,,38,Winter
3/14/2000,14,-12.033993,44,Winter
3/15/2000,13,,54,Winter
3/16/2000,13,,62,Winter
3/17/2000,17,,46,Winter
3/18/2000,9,,33,Winter
3/19/2000,16,,39,Winter
3/20/2000,17,-13.411572,44,Winter
3/21/2000,23,,41,Winter
3/22/2000,27,,45,Winter
3/23/2000,23,,50,Winter
3/24/2000,16,,53,Winter
3/25/2000,22,,58,Winter
3/26/2000,15,1.8651601,52,Winter
3/27/2000,14,,50,Winter
3/28/2000,19,,52,Winter
3/29/2000,15,,48,Winter
3/30/2000,20,,47,Winter
3/31/2000,21,,45,Winter
4/1/2000,22,-5.5778718,50,Spring
4/2/2000,17,,56,Spring
4/3/2000,19,,67,Spring
4/4/2000,20,,55,Spring
4/5/2000,14,,45,Spring
4/6/2000,18,,61,Spring
4/7/2000,14,14.170433,59,Spring
4/8/2000,12,,59,Spring
4/9/2000,22,,42,Spring
4/10/2000,20,,51,Spring
4/11/2000,22,,52,Spring
4/12/2000,16,,45,Spring
4/13/2000,16,-3.8378434,41,Spring
4/14/2000,16,,47,Spring
4/15/2000,16,,56,Spring
4/16/2000,25,,69,Spring
4/17/2000,18,,55,Spring
4/18/2000,16,,46,Spring
4/19/2000,20,-12.356591,56,Spring
4/20/2000,17,,56,Spring
4/21/2000,16,,57,Spring
4/22/2000,14,,52,Spring
4/23/2000,18,,51,Spring
4/24/2000,14,,55,Spring
4/25/2000,23,-9.23032,48,Spring
4/26/2000,21,,46,Spring
4/27/2000,14,,48,Spring
4/28/2000,20,,54,Spring
4/29/2000,13,,58,Spring
4/30/2000,18,,57,Spring
5/1/2000,23,-0.94708097,55,Spring
5/2/2000,25,,60,Spring
5/3/2000,15,,57,Spring
5/4/2000,15,,62,Spring
5/5/2000,15,,72,Spring
5/6/2000,19,,76,Spring
5/7/2000,16,17.945387,78,Spring
5/8/2000,20,,80,Spring
5/9/2000,20,,78,Spring
5/10/2000,15,,72,Spring
5/11/2000,17,,63,Spring
5/12/2000,16,,73,Spring
5/13/2000,24,23.790863,77,Spring
5/14/2000,9,,65,Spring
5/15/2000,13,,57,Spring
5/16/2000,11,,57,Spring
5/17/2000,17,,64,Spring
5/18/2000,15,,73,Spring
5/19/2000,19,20.845411,66,Spring
5/20/2000,12,,55,Spring
5/21/2000,18,,60,Spring
5/22/2000,15,,59,Spring
5/23/2000,20,,62,Spring
5/24/2000,14,,72,Spring
5/25/2000,8,1.3998116,64,Spring
5/26/2000,13,,65,Spring
5/27/2000,10,,60,Spring
5/28/2000,12,,57,Spring
5/29/2000,28,,60,Spring
5/30/2000,10,,57,Spring
5/31/2000,15,-12.244445,59,Spring
6/1/2000,10,,71,Spring
6/2/2000,19,,80,Spring
6/3/2000,18,,65,Spring
6/4/2000,16,,62,Spring
6/5/2000,13,,64,Spring
6/6/2000,11,-11.700565,61,Spring
6/7/2000,15,,67,Spring
6/8/2000,23,,69,Spring
6/9/2000,22,,75,Spring
6/10/2000,23,,79,Spring
6/11/2000,20,,83,Spring
6/12/2000,14,22.15,81,Spring
6/13/2000,17,,66,Spring
6/14/2000,21,,65,Spring
6/15/2000,17,,74,Spring
6/16/2000,18,,77,Spring
